Titulo,Ano_lancamento,Genero,Vendas_Totais,Vendas_JP,Vendas_EUA,Vendas_Europa,Outras_Vendas
American Girl: Kit Mystery Challenge!,2008.0,Adventure,0.46,0.0,0.42,0.0,0.03
American Idol,2003.0,Misc,0.77,0.0,0.42,0.27,0.07
Amnesia,2011.0,Adventure,0.04,0.04,0.0,0.0,0.0
Amnesia Crowd,2013.0,Misc,0.05,0.05,0.0,0.0,0.0
Amnesia Later,2012.0,Misc,0.06,0.06,0.0,0.0,0.0
Amped 2,2003.0,Sports,0.25,0.0,0.2,0.04,0.01
Amped 3,2005.0,Sports,0.16,0.0,0.13,0.02,0.01
Amped: Freestyle Snowboarding,2001.0,Sports,0.82,0.0,0.69,0.11,0.02
Amplitude,2003.0,Misc,0.18,0.0,0.09,0.07,0.02
An American Tail: Fievel's Gold Rush,2002.0,Platform,0.03,0.0,0.02,0.01,0.0
Anarchy Reigns,2012.0,Action,0.38,0.08,0.21,0.05,0.03
And1 Streetball,2006.0,Action,0.34,0.0,0.19,0.12,0.03
Andretti Racing,1996.0,Racing,0.77,0.0,0.43,0.29,0.05
Angel Blade: Neo Tokyo Guardians,1997.0,Role-Playing,0.21,0.0,0.12,0.08,0.01
Angelique Duet,1998.0,Strategy,0.04,0.04,0.0,0.0,0.0
Angelique Retour,2015.0,Action,0.02,0.02,0.0,0.0,0.0
Angelique Trois,2000.0,Adventure,0.06,0.06,0.0,0.0,0.0
Angelique: Maren no Rokukishi,2011.0,Adventure,0.03,0.03,0.0,0.0,0.0
Angler's Club: Ultimate Bass Fishing 3D,2011.0,Sports,0.03,0.0,0.0,0.03,0.0
Angry Birds,2011.0,Puzzle,0.24,0.0,0.0,0.18,0.05
Angry Birds Star Wars,2013.0,Strategy,1.9,0.0,0.94,0.73,0.23
Angry Birds Trilogy,2012.0,Action,1.06,0.0,0.68,0.28,0.09
Angry Birds: Rio,2011.0,Puzzle,0.09,0.0,0.0,0.07,0.02
AniMates!,2007.0,Simulation,0.03,0.0,0.02,0.0,0.0
Anima - Gate of Memories,2016.0,Action,0.02,0.0,0.0,0.02,0.0
Animal Crossing,2001.0,Simulation,3.15,0.99,1.92,0.16,0.09
Animal Crossing: Amiibo Festival,2015.0,Misc,0.42,0.09,0.19,0.11,0.03
Animal Crossing: City Folk,2008.0,Simulation,4.68,1.32,1.87,1.12,0.37
Animal Crossing: Happy Home Designer,2015.0,Simulation,2.98,1.39,0.47,1.0,0.12
Animal Crossing: New Leaf,2012.0,Simulation,9.09,4.36,2.01,2.32,0.41
Animal Crossing: Wild World,2005.0,Simulation,12.27,5.33,2.55,3.52,0.88
Animal Genius,2007.0,Puzzle,0.12,0.0,0.11,0.0,0.01
Animal Kingdom: Wildlife Expedition,2009.0,Adventure,0.08,0.0,0.07,0.0,0.01
Animal Paradise,2007.0,Simulation,0.25,0.0,0.09,0.14,0.02
Animal Planet: Emergency Vets,2009.0,Simulation,0.08,0.0,0.08,0.0,0.01
Animal Planet: Vet Collection,2010.0,Simulation,0.05,0.0,0.05,0.0,0.0
Animal Planet: Vet Life,2009.0,Simulation,0.21,0.0,0.19,0.0,0.02
Animaniacs Ten Pin Alley,1998.0,Sports,0.66,0.0,0.36,0.25,0.04
Animaniacs: The Great Edgar Hunt,2005.0,Platform,0.03,0.0,0.02,0.01,0.0
Animorphs: Shattered Reality,2000.0,Action,0.06,0.0,0.03,0.02,0.0
Anno 1701: Dawn of Discovery,2007.0,Simulation,0.14,0.0,0.07,0.06,0.02
Anno 2070,2011.0,Strategy,1.45,0.0,0.0,1.13,0.32
Anno 2205,2015.0,Strategy,0.25,0.0,0.02,0.22,0.01
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,2012.0,Action,0.02,0.02,0.0,0.0,0.0
Another Code R: A Journey into Lost Memories,2009.0,Adventure,0.06,0.03,0.0,0.03,0.0
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016.0,Action,0.06,0.06,0.0,0.0,0.0
Ant Nation,2009.0,Simulation,0.07,0.0,0.06,0.01,0.01
Antiphona no Seikahime: Tenshi no Gakufu Op.A,2009.0,Role-Playing,0.02,0.02,0.0,0.0,0.0
Antz Extreme Racing,2002.0,Racing,0.06,0.0,0.03,0.02,0.01
Anubis II,2007.0,Platform,0.07,0.0,0.06,0.0,0.0
Ao no Exorcist: Genkoku no Labyrinth,2012.0,Action,0.04,0.04,0.0,0.0,0.0
Ao no Kanata no Four Rhythm,2016.0,Adventure,0.03,0.03,0.0,0.0,0.0
Aoishiro,2008.0,Adventure,0.02,0.02,0.0,0.0,0.0
Apache: Air Assault,2010.0,Simulation,0.42,0.0,0.23,0.14,0.05
Apassionata: Die Galanacht der Pferde,2009.0,Simulation,0.05,0.0,0.0,0.04,0.01
Ape Escape,1999.0,Platform,1.68,0.32,0.71,0.51,0.12
Ape Escape 2,2002.0,Platform,0.63,0.38,0.12,0.09,0.03
Ape Escape 3,2005.0,Platform,0.13,0.0,0.06,0.05,0.02
Ape Escape Academy,2004.0,Misc,0.33,0.0,0.13,0.15,0.05
Ape Escape Academy (jp sales),2004.0,Misc,0.14,0.13,0.0,0.0,0.0
Ape Escape: On the Loose,2005.0,Platform,0.7,0.12,0.52,0.01,0.05
Ape Escape: Pumped & Primed,2004.0,Misc,0.08,0.0,0.04,0.03,0.01
Apex,2003.0,Racing,0.14,0.0,0.1,0.03,0.0
Apocalypse,1998.0,Action,0.45,0.0,0.25,0.17,0.03
Apollo Justice: Ace Attorney,2007.0,Adventure,1.06,0.64,0.32,0.06,0.04
Aqua Aqua,2000.0,Puzzle,0.11,0.0,0.05,0.04,0.01
Aqua Panic!,2009.0,Puzzle,0.02,0.0,0.01,0.01,0.0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,2007.0,Racing,0.07,0.0,0.03,0.03,0.01
Aquaman: Battle for Atlantis,2003.0,Action,0.02,0.0,0.02,0.0,0.0
Aquanaut's Holiday,1995.0,Adventure,0.02,0.0,0.01,0.01,0.0
Aquanaut's Holiday: Kakusareta Kiroku,2008.0,Adventure,0.04,0.04,0.0,0.0,0.0
Aquapazza: Aquaplus Dream Match,2012.0,Fighting,0.1,0.05,0.05,0.0,0.01
Aquarium by DS,2008.0,Simulation,0.06,0.0,0.05,0.0,0.0
Ar Nosurge: Ode to an Unborn Star,2014.0,Role-Playing,0.2,0.1,0.05,0.04,0.02
Ar tonelico 2: Melody of Metafalica,2007.0,Role-Playing,0.18,0.11,0.04,0.03,0.01
Ar tonelico Qoga: Knell of Ar Ciel,2010.0,Role-Playing,0.24,0.13,0.08,0.01,0.01
Ar tonelico: Melody of Elemia,2006.0,Role-Playing,0.1,0.1,0.0,0.0,0.0
Arabians Lost: The Engagement on Desert,2007.0,Adventure,0.03,0.03,0.0,0.0,0.0
Arc Rise Fantasia,2009.0,Role-Playing,0.19,0.06,0.13,0.0,0.01
Arc the Lad,1995.0,Role-Playing,1.11,1.1,0.0,0.0,0.01
Arc the Lad II,1996.0,Role-Playing,1.05,0.92,0.0,0.0,0.13
Arc the Lad III,1999.0,Role-Playing,0.42,0.39,0.0,0.0,0.03
Arc the Lad: End of Darkness,2004.0,Role-Playing,0.06,0.0,0.03,0.02,0.01
Arc the Lad: Twilight of the Spirits,2003.0,Role-Playing,0.36,0.0,0.18,0.14,0.05
Arcade Hits: Frisky Tom,2002.0,Action,0.28,0.0,0.16,0.11,0.02
Arcade Party Pak,1999.0,Misc,0.11,0.0,0.06,0.04,0.01
Arcade Shooting Gallery,2008.0,Shooter,0.19,0.0,0.18,0.0,0.01
Arcade Zone,2009.0,Misc,0.16,0.0,0.14,0.0,0.01
Arcana Famiglia 2,2013.0,Adventure,0.02,0.02,0.0,0.0,0.0
Arcana Famiglia: La storia della Aracana Famiglia,2011.0,Adventure,0.05,0.05,0.0,0.0,0.0
Arcana Famiglia: Vascello Phantasma no Majutsushi,2012.0,Action,0.02,0.02,0.0,0.0,0.0
Arcana Heart,2007.0,Fighting,0.16,0.04,0.06,0.05,0.02
Arcana Heart 3,2011.0,Fighting,0.31,0.14,0.07,0.08,0.03
Arcania: Gothic 4,2010.0,Role-Playing,0.34,0.01,0.16,0.12,0.04
Archer Maclean Presents: Pool Paradise,2004.0,Sports,0.09,0.0,0.05,0.03,0.01
Archer Maclean's 3D Pool,2003.0,Misc,0.07,0.0,0.05,0.02,0.0
Archer Maclean's Mercury,2005.0,Puzzle,0.56,0.0,0.17,0.24,0.14
Arctic Tale,2007.0,Adventure,0.19,0.0,0.17,0.0,0.01
Arctic Thunder,2001.0,Racing,0.48,0.0,0.26,0.16,0.05
Are You Alice?,2011.0,Adventure,0.02,0.02,0.0,0.0,0.0
Are You Smarter Than A 5th Grader?,2007.0,Misc,0.53,0.0,0.48,0.0,0.04
Are You Smarter Than a 5th Grader? Back to School,2010.0,Misc,0.3,0.0,0.28,0.0,0.03
Are You Smarter than a 5th Grader? Game Time,2009.0,Puzzle,0.63,0.0,0.59,0.0,0.05
Are You Smarter than a 5th Grader? Make the Grade,2008.0,Misc,0.94,0.0,0.87,0.0,0.07
Area 51,2005.0,Shooter,1.46,0.0,0.84,0.5,0.12
Arena Football,2006.0,Sports,0.71,0.0,0.39,0.25,0.08
Aria: The Natural ~Tooi Yume no Mirage~,2006.0,Adventure,0.02,0.02,0.0,0.0,0.0
Aria: The Origination ~Aoi Wakusei no El Cielo~,2008.0,Adventure,0.02,0.02,0.0,0.0,0.0
Arkanoid DS,2007.0,Puzzle,0.06,0.0,0.06,0.0,0.0
ArmA II,2009.0,Shooter,0.14,0.0,0.0,0.12,0.03
ArmA III,2013.0,Shooter,0.12,0.0,0.0,0.1,0.02
Armed and Dangerous,2003.0,Shooter,0.13,0.0,0.09,0.03,0.0
Armor Ambush,1981.0,Action,0.17,0.0,0.15,0.01,0.0
Armored Core,1997.0,Simulation,0.41,0.16,0.13,0.09,0.03
Armored Core 2,2000.0,Simulation,0.79,0.23,0.28,0.22,0.07
Armored Core 2: Another Age,2001.0,Simulation,0.41,0.19,0.11,0.08,0.03
Armored Core 3,2002.0,Simulation,0.67,0.23,0.22,0.17,0.06
Armored Core 3 Portable,2009.0,Simulation,0.08,0.08,0.0,0.0,0.0
Armored Core 4,2006.0,Simulation,0.45,0.12,0.28,0.01,0.03
Armored Core SL: Silent Line Portable,2009.0,Simulation,0.03,0.03,0.0,0.0,0.0
Armored Core V,2012.0,Simulation,0.62,0.28,0.22,0.07,0.03
Armored Core: For Answer,2008.0,Simulation,0.34,0.17,0.12,0.03,0.02
Armored Core: Formula Front Extreme Battle,2004.0,Simulation,0.05,0.0,0.05,0.0,0.0
Armored Core: Last Raven,2005.0,Simulation,0.18,0.08,0.05,0.04,0.01
Armored Core: Last Raven Portable,2010.0,Simulation,0.03,0.03,0.0,0.0,0.0
Armored Core: Master of Arena,1999.0,Simulation,0.26,0.13,0.07,0.05,0.02
Armored Core: Nexus,2004.0,Simulation,0.26,0.14,0.06,0.05,0.02
Armored Core: Nine Breaker,2004.0,Simulation,0.07,0.0,0.03,0.03,0.01
Armored Core: Project Phantasma,1997.0,Simulation,0.28,0.15,0.06,0.04,0.02
Armored Core: Silent Line,2003.0,Simulation,0.31,0.16,0.07,0.06,0.02
Armored Core: Verdict Day,2013.0,Simulation,0.12,0.12,0.0,0.0,0.0
Armorines: Project S.W.A.R.M.,1999.0,Shooter,0.34,0.0,0.26,0.08,0.01
Army Corps of Hell,2011.0,Action,0.1,0.0,0.05,0.04,0.02
Army Men 3D,1999.0,Action,1.28,0.0,1.1,0.14,0.04
Army Men World War: Final Front,2001.0,Action,0.44,0.0,0.24,0.17,0.03
"Army Men World War: Land, Sea, Air",2000.0,Action,0.3,0.0,0.17,0.12,0.02
Army Men World War: Team Assault,2001.0,Action,0.1,0.0,0.06,0.04,0.01
Army Men: Air Attack,1999.0,Action,0.85,0.0,0.47,0.32,0.06
Army Men: Air Attack 2,2000.0,Action,0.3,0.0,0.17,0.11,0.02
Army Men: Air Combat,2000.0,Action,0.24,0.0,0.19,0.05,0.0
Army Men: Air Combat - The Elite Missions,2003.0,Shooter,0.01,0.0,0.01,0.0,0.0
Army Men: Green Rogue,2001.0,Action,0.2,0.0,0.1,0.07,0.02
Army Men: Major Malfunction,2006.0,Shooter,0.02,0.0,0.01,0.0,0.0
Army Men: RTS,2002.0,Strategy,0.18,0.0,0.1,0.05,0.01
Army Men: Sarge's Heroes,1999.0,Action,1.37,0.0,0.99,0.33,0.05
Army Men: Sarge's Heroes 2,2000.0,Shooter,0.83,0.0,0.57,0.23,0.04
Army Men: Sarge's War,2004.0,Shooter,0.26,0.0,0.21,0.05,0.0
Army Men: Soldiers of Misfortune,2008.0,Shooter,0.25,0.0,0.23,0.0,0.02
Army Rescue,2009.0,Shooter,0.02,0.0,0.02,0.0,0.0
Army of Two,2008.0,Shooter,2.82,0.04,1.83,0.64,0.31
Army of Two: The 40th Day,2010.0,Shooter,2.12,0.01,1.18,0.64,0.28
Army of Two: The Devil's Cartel,2013.0,Shooter,0.54,0.01,0.27,0.18,0.07
Around the World in 80 Days,2004.0,Action,0.21,0.0,0.03,0.15,0.02
Arslan: The Warriors of Legend,2015.0,Action,0.15,0.09,0.03,0.01,0.01
Art Academy,2010.0,Misc,2.57,0.33,0.28,1.68,0.28
Art Academy: Home Studio,2015.0,Misc,0.01,0.01,0.0,0.0,0.0
Art Academy: Lessons for Everyone,2012.0,Action,0.46,0.21,0.2,0.03,0.02
Art of Fighting 3: The Path of the Warrior,1996.0,Fighting,0.04,0.04,0.0,0.0,0.0
Art of Fighting Anthology,2006.0,Fighting,0.04,0.0,0.02,0.02,0.01
Arthur and the Invisibles,2007.0,Adventure,0.03,0.0,0.03,0.0,0.0
Arthur! Ready to Race,2000.0,Racing,0.05,0.0,0.03,0.02,0.0
Arx Fatalis,2003.0,Role-Playing,0.05,0.0,0.04,0.01,0.0
Ashes Cricket 2009,2009.0,Sports,0.61,0.0,0.0,0.58,0.04
Asphalt 3D,2011.0,Racing,0.49,0.02,0.27,0.16,0.04
Asphalt: Injection,2011.0,Action,0.23,0.0,0.14,0.06,0.04
Asphalt: Urban GT,2004.0,Racing,0.6,0.0,0.31,0.22,0.06
Asphalt: Urban GT 2,2006.0,Racing,0.14,0.0,0.09,0.04,0.01
Assassin's Creed,2007.0,Adventure,11.3,0.16,5.2,4.48,1.46
Assassin's Creed Chronicles,2016.0,Action,0.21,0.02,0.03,0.12,0.03
Assassin's Creed Chronicles: China,2015.0,Action,0.04,0.0,0.0,0.03,0.01
Assassin's Creed II,2009.0,Action,11.41,0.29,5.65,3.96,1.49
Assassin's Creed II: Discovery,2009.0,Action,0.28,0.0,0.15,0.11,0.03
Assassin's Creed III,2012.0,Action,13.1,0.19,6.24,4.93,1.74
Assassin's Creed III: Liberation,2012.0,Action,1.47,0.06,0.58,0.55,0.28
Assassin's Creed IV: Black Flag,2013.0,Action,13.16,0.2,6.17,5.18,1.65
Assassin's Creed Syndicate,2015.0,Action,4.76,0.06,1.51,2.56,0.63
Assassin's Creed: Altair's Chronicles,2008.0,Platform,0.05,0.0,0.03,0.01,0.0
Assassin's Creed: Bloodlines,2009.0,Action,1.24,0.05,0.43,0.48,0.28
Assassin's Creed: Brotherhood,2010.0,Action,6.93,0.14,4.86,1.3,0.64
Assassin's Creed: Revelations,2011.0,Action,9.19,0.14,3.8,3.97,1.29
Assassin's Creed: Rogue,2014.0,Action,2.49,0.06,1.08,1.02,0.33
Assassin's Creed: Unity,2014.0,Action,7.93,0.08,3.61,3.18,1.05
Assassination Classroom: Grand Siege on Kuro-sensei,2015.0,Action,0.13,0.13,0.0,0.0,0.0
Assault,1982.0,Action,0.22,0.0,0.21,0.01,0.0
Assault Rigs,1996.0,Action,0.04,0.0,0.02,0.02,0.0
Assault Suit Leynos,2016.0,Shooter,0.02,0.0,0.01,0.0,0.0
Assault: Retribution,1998.0,Action,0.13,0.0,0.07,0.05,0.01
Assetto Corsa,2016.0,Racing,0.06,0.0,0.0,0.05,0.01
Asterix & Obelix: Kick Buttix,2004.0,Action,0.03,0.0,0.02,0.01,0.0
Asteroids,1980.0,Shooter,5.46,0.0,4.64,0.69,0.12
Asteroids Hyper 64,1999.0,Shooter,0.16,0.0,0.13,0.03,0.0
Astonishia Story,2006.0,Role-Playing,0.03,0.0,0.03,0.0,0.0
Astro Boy,2004.0,Action,0.09,0.0,0.04,0.03,0.01
Astro Boy: Omega Factor,2003.0,Action,0.09,0.0,0.06,0.02,0.0
Astro Boy: The Video Game,2009.0,Action,0.36,0.0,0.28,0.04,0.03
Astroblast,1981.0,Action,0.31,0.0,0.29,0.02,0.0
Astrology DS,2009.0,Misc,0.04,0.0,0.03,0.0,0.0
Asura's Wrath,2012.0,Action,0.65,0.07,0.33,0.18,0.07
Atari Anniversary Advance,2002.0,Misc,0.18,0.0,0.13,0.05,0.0
Atari Anniversary Edition Redux,2000.0,Misc,0.18,0.0,0.1,0.07,0.01
Atari Anthology,2004.0,Misc,0.65,0.0,0.52,0.06,0.06
Atari Classics Evolved,2007.0,Misc,0.09,0.0,0.08,0.0,0.01
Atari's Greatest Hits: Volume 1,2010.0,Misc,0.14,0.0,0.13,0.0,0.01
Atari's Greatest Hits: Volume 2,2011.0,Misc,0.06,0.0,0.06,0.0,0.0
Atelier Annie: Alchemists of Sera Island,2009.0,Role-Playing,0.12,0.03,0.08,0.0,0.01
Atelier Ayesha: The Alchemist of Dusk,2012.0,Role-Playing,0.32,0.19,0.06,0.04,0.02
Atelier Escha & Logy: Alchemists of the Dusk Sky,2013.0,Role-Playing,0.26,0.14,0.06,0.04,0.02
Atelier Iris 2: The Azoth Of Destiny,2005.0,Role-Playing,0.06,0.0,0.03,0.02,0.01
Atelier Iris 3: Grand Phantasm (JP Sales),2006.0,Role-Playing,0.04,0.04,0.0,0.0,0.0
Atelier Iris 3: Grand Phantasm (US Sales),2006.0,Role-Playing,0.29,0.0,0.14,0.11,0.04
Atelier Iris: Eternal Mana,2004.0,Role-Playing,0.15,0.0,0.08,0.06,0.02
Atelier Meruru: Alchemist of Arland 3,2011.0,Role-Playing,0.3,0.24,0.05,0.0,0.01
Atelier Rorona: Alchemist of Arland,2009.0,Role-Playing,0.55,0.16,0.22,0.12,0.05
Atelier Shallie Plus: Alchemists of the Dusk Sea,2016.0,Role-Playing,0.03,0.03,0.0,0.0,0.0
Atelier Shallie: Alchemists of the Dusk Sea,2014.0,Role-Playing,0.2,0.08,0.06,0.05,0.02
Atelier Sophie: The Alchemist of the Mysterious Book,2015.0,Role-Playing,0.19,0.15,0.01,0.02,0.01
Atelier Totori: The Adventurer of Arland,2010.0,Role-Playing,0.52,0.3,0.12,0.07,0.03
Athens 2004,2004.0,Sports,0.27,0.0,0.13,0.1,0.03
Atlantic Quest,2011.0,Puzzle,0.02,0.0,0.0,0.02,0.0
Atlantis,1981.0,Shooter,1.27,0.0,1.18,0.08,0.01
Atomic Betty,2005.0,Puzzle,0.03,0.0,0.02,0.01,0.0
Atsumare! Power Pro Kun no DS Koushien,2006.0,Sports,0.1,0.1,0.0,0.0,0.0
Attack of the Movies 3D,2010.0,Shooter,0.15,0.0,0.14,0.0,0.01
Attack on Titan (KOEI),2016.0,Action,0.42,0.3,0.03,0.07,0.02
Attack on Titan: Humanity in Chains,2013.0,Action,0.41,0.41,0.0,0.0,0.0
Auto Destruct,1998.0,Action,0.08,0.0,0.04,0.03,0.01
Auto Modellista,2002.0,Racing,0.42,0.0,0.21,0.16,0.05
Automobili Lamborghini,1997.0,Racing,0.47,0.0,0.28,0.17,0.01
Avalon Code,2008.0,Role-Playing,0.24,0.12,0.11,0.0,0.01
Avatar: The Game,2009.0,Action,3.48,0.0,1.4,1.56,0.51
Avatar: The Last Airbender,2006.0,Adventure,1.23,0.0,1.03,0.13,0.07
Avatar: The Last Airbender - Into the Inferno,2008.0,Adventure,0.57,0.0,0.4,0.11,0.05
Avatar: The Last Airbender - The Burning Earth,2007.0,Action,1.16,0.0,0.87,0.17,0.11
Away: Shuffle Dungeon,2008.0,Role-Playing,0.03,0.0,0.02,0.0,0.0
Azada,2012.0,Puzzle,0.02,0.0,0.0,0.02,0.0
Azure Dreams,1997.0,Role-Playing,0.13,0.0,0.07,0.05,0.01
Azure Striker Gunvolt: Striker Pack,2016.0,Action,0.01,0.01,0.0,0.0,0.0
Azurik: Rise of Perathia,2001.0,Action,0.24,0.0,0.18,0.05,0.01
B's-LOG Party♪,2010.0,Adventure,0.04,0.04,0.0,0.0,0.0
B-17: Fortress in the Sky,2007.0,Simulation,0.02,0.0,0.02,0.0,0.0
B-Boy,2006.0,Misc,0.05,0.0,0.04,0.0,0.0
B.L.U.E.: Legend of Water,2006.0,Adventure,0.04,0.04,0.0,0.0,0.0
"BCFX: The Black College Football Xperience, The Doug Williams Edition",2009.0,Sports,0.16,0.0,0.15,0.0,0.01
BIT.TRIP COMPLETE,2011.0,Misc,0.1,0.0,0.06,0.02,0.01
BIT.TRIP SAGA,2011.0,Misc,0.14,0.0,0.09,0.04,0.01
BMX XXX,2002.0,Sports,0.32,0.0,0.2,0.09,0.02
BRAHMA Force: The Assault on Beltlogger 9,1996.0,Shooter,0.03,0.0,0.02,0.01,0.0
Baby Pals,2007.0,Simulation,0.28,0.0,0.26,0.01,0.02
Babysitting Mama,2010.0,Simulation,0.5,0.0,0.34,0.12,0.04
Babysitting Mania,2008.0,Simulation,0.26,0.0,0.24,0.0,0.02
Back At The Barnyard: Slop Bucket Games,2008.0,Sports,0.14,0.0,0.12,0.0,0.01
Back to the Future: The Game,2015.0,Adventure,0.37,0.0,0.24,0.08,0.04
Backbreaker,2006.0,Sports,0.35,0.0,0.33,0.0,0.02
Backstreet Billiards,1998.0,Misc,0.34,0.0,0.19,0.13,0.02
Backyard Baseball,2002.0,Sports,1.05,0.0,0.65,0.33,0.07
Backyard Baseball '09,2008.0,Sports,0.19,0.0,0.17,0.01,0.01
Backyard Baseball '10,2009.0,Sports,0.4,0.0,0.29,0.07,0.04
Backyard Baseball 2006,2005.0,Sports,0.35,0.0,0.25,0.09,0.01
Backyard Basketball,2004.0,Sports,0.18,0.0,0.13,0.05,0.0
Backyard Hockey,2003.0,Sports,0.27,0.0,0.21,0.05,0.01
Backyard NBA Basketball,2003.0,Sports,0.66,0.0,0.36,0.22,0.08
Backyard NFL Football,2002.0,Sports,0.87,0.0,0.64,0.2,0.02
Backyard NFL Football '08,2007.0,Sports,0.06,0.0,0.03,0.02,0.01
Backyard NFL Football '09,2008.0,Sports,0.46,0.0,0.35,0.07,0.05
Backyard NFL Football '10,2009.0,Sports,0.34,0.0,0.29,0.02,0.03
Backyard NFL Football 2006,2005.0,Sports,0.23,0.0,0.12,0.09,0.03
Backyard Skateboarding 2006,2004.0,Sports,0.06,0.0,0.04,0.02,0.0
Backyard Soccer,2001.0,Sports,0.13,0.0,0.07,0.05,0.01
Backyard Sports Football: Rookie Rush,2010.0,Sports,0.42,0.0,0.39,0.0,0.03
Backyard Sports: Sandlot Sluggers,2010.0,Sports,0.4,0.0,0.38,0.0,0.03
Backyard Wrestling 2: There Goes the Neighborhood,2004.0,Fighting,0.4,0.0,0.23,0.14,0.04
Backyard Wrestling: Don't Try This at Home,2003.0,Fighting,0.77,0.0,0.43,0.27,0.09
Bad Apple Wars,2015.0,Action,0.03,0.03,0.0,0.0,0.0
Bad Boys: Miami Takedown,2004.0,Shooter,1.38,0.0,0.73,0.49,0.16
Bae Yong-joon to Manabu Kankokugo DS,2009.0,Misc,0.03,0.03,0.0,0.0,0.0
Bahamut Lagoon,1996.0,Role-Playing,0.62,0.62,0.0,0.0,0.0
Baja: Edge of Control,2008.0,Racing,0.41,0.0,0.22,0.14,0.06
Bakemonogatari Portable,2012.0,Action,0.05,0.05,0.0,0.0,0.0
Baku Baku,1995.0,Puzzle,0.05,0.05,0.0,0.0,0.0
Bakugan Battle Brawlers: Defenders of the Core,2010.0,Action,1.13,0.02,0.91,0.1,0.1
Bakugan: Battle Brawlers,2009.0,Action,2.98,0.0,2.47,0.26,0.23
Bakugan: Battle Trainer,2010.0,Action,0.13,0.0,0.12,0.0,0.01
Bakugan: Rise of the Resistance,2011.0,Strategy,0.09,0.0,0.06,0.02,0.01
Bakumatsu Koihana: Shinsengumi DS,2008.0,Adventure,0.01,0.01,0.0,0.0,0.0
Bakumatsu Renka: Karyuu Kenshi-den,2007.0,Adventure,0.02,0.02,0.0,0.0,0.0
Bakumatsu Rock,2014.0,Action,0.01,0.01,0.0,0.0,0.0
Bakumatsu Rock: Ultra Soul,2014.0,Misc,0.03,0.03,0.0,0.0,0.0
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,1998.0,Racing,0.38,0.36,0.0,0.0,0.03
Bakusou Kyoudai Let's & Go!! Eternal Wings,1998.0,Racing,0.05,0.05,0.0,0.0,0.0
Baldur's Gate: Dark Alliance,2002.0,Role-Playing,1.61,0.0,0.89,0.56,0.17
Baldur's Gate: Dark Alliance II,2004.0,Role-Playing,0.94,0.0,0.53,0.32,0.1
Ball Breakers,2000.0,Action,0.18,0.0,0.1,0.07,0.01
Ballblazer Champions,1997.0,Sports,0.02,0.0,0.01,0.01,0.0
Ballistic,1999.0,Puzzle,0.04,0.0,0.02,0.01,0.0
Ballistic: Ecks vs. Sever,2002.0,Shooter,0.1,0.0,0.07,0.03,0.0
Balloon Fight,1985.0,Platform,0.92,0.43,0.39,0.09,0.01
Balloon Pop,2007.0,Puzzle,0.19,0.0,0.17,0.0,0.01
Balloon Pop 2,2012.0,Puzzle,0.01,0.0,0.01,0.0,0.0
Balls of Fury,2007.0,Sports,0.04,0.0,0.04,0.0,0.0
Band Hero,2009.0,Misc,3.4,0.0,1.88,1.01,0.52
Bangai-O Spirits,2008.0,Shooter,0.08,0.0,0.07,0.0,0.01
Banjo-Kazooie,1998.0,Platform,3.66,0.55,1.87,1.14,0.1
Banjo-Kazooie: Grunty's Revenge,2003.0,Platform,0.33,0.0,0.24,0.09,0.01
Banjo-Kazooie: Nuts & Bolts,2008.0,Platform,0.78,0.0,0.32,0.36,0.09
Banjo-Pilot,2005.0,Racing,0.1,0.0,0.07,0.03,0.0
Banjo-Tooie,2000.0,Platform,1.49,0.25,0.82,0.36,0.06
Bank Heist,1982.0,Action,0.34,0.0,0.32,0.02,0.0
Banushi Life Game: Winner's Circle,2007.0,Sports,0.04,0.04,0.0,0.0,0.0
Barbarian,2002.0,Fighting,0.14,0.0,0.07,0.06,0.02
Barbie Explorer,2001.0,Platform,0.14,0.0,0.08,0.05,0.01
Barbie Fashion Show: An Eye for Style,2008.0,Misc,0.21,0.0,0.19,0.0,0.02
Barbie Groovy Games,2002.0,Misc,0.56,0.0,0.4,0.15,0.01
Barbie Horse Adventures: Blue Ribbon Race,2003.0,Sports,0.37,0.0,0.26,0.1,0.01
Barbie Horse Adventures: Riding Camp,2008.0,Sports,0.94,0.0,0.78,0.07,0.07
Barbie Horse Adventures: Wild Horse Rescue,2003.0,Sports,0.55,0.0,0.29,0.2,0.06
Barbie Super Sports,1999.0,Sports,0.22,0.0,0.12,0.08,0.01
Barbie Superpack: Secret Agent / Groovy Games,2005.0,Misc,0.15,0.0,0.1,0.04,0.0
Barbie and Her Sisters Puppy Rescue,2015.0,Action,0.13,0.0,0.0,0.11,0.0
Barbie and the Magic of Pegasus,2005.0,Action,0.09,0.0,0.07,0.02,0.0
Barbie and the Three Musketeers,2009.0,Adventure,0.36,0.0,0.33,0.0,0.03
Barbie as The Island Princess,2007.0,Adventure,1.11,0.0,0.92,0.11,0.07
Barbie as the Princess and the Pauper,2004.0,Adventure,0.02,0.0,0.01,0.0,0.0
Barbie in The 12 Dancing Princesses,2007.0,Adventure,0.11,0.0,0.09,0.01,0.01
