Titulo,Vendas_Totais
Enclave,0.14
Wild ARMs 4,0.14
Wild ARMs XF,0.14
Wild Earth: African Safari,0.14
Cruise Ship Vacation Games,0.14
Ecco the Dolphin: Defender of the Future,0.14
Who Wants to Be a Millionaire: 3rd Edition,0.14
Bassmasters 2000,0.14
Championship Motocross 2001 featuring Ricky Carmichael,0.14
Soukaigi,0.14
Our House Party!,0.14
Xevious 3D/G+,0.14
FIFA 06 Soccer,0.14
Shadow Hearts: From The New World,0.14
Akiba's Trip,0.14
Magnetica,0.14
Littlest Pet Shop: Spring,0.14
Tamagotchi no Appare! Niji Venture,0.14
Houshinengi,0.14
The King of Fighters '94 (CD),0.14
Cranium Kabookii,0.14
The Fifth Element,0.14
Grabbed by the Ghoulies,0.14
Mr. Driller: Drill Spirits,0.14
Hero's Saga Laevatein Tactics,0.14
Gyakuten Saiban 2,0.14
Gungrave: Overdose,0.14
Vampire Moon: The Mystery of the Hidden Sun,0.14
Valhalla Knights: Eldar Saga,0.14
Buck Fever,0.14
Nayuta no Kiseki,0.14
I Spy: Universe,0.14
I Am In The Movie,0.14
Dynasty Warriors 7: Empires,0.14
Sakura Wars GB,0.14
TRINITY: Souls of Zill O'll,0.14
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,0.14
Micro Machines,0.14
Micro Machines 64 Turbo,0.14
Kororinpa: Marble Mania,0.14
Top Shot Arcade,0.14
Krull,0.14
RLH: Run Like Hell,0.14
Yu-Gi-Oh! Monster Capture GB,0.14
Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.14
Yu-Gi-Oh! GX: Tag Force,0.14
Pipe Dreams 3D,0.14
Fate/Unlimited Codes,0.14
Dino Crisis 3,0.14
Sumikko Gurashi: Omise Hajimerundesu,0.14
The Operative: No One Lives Forever,0.14
Power Stone,0.14
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,0.14
Detective Barbie: The Mystery Cruise,0.14
"Lunar 2: Eternal Blue(sales, but wrong system)",0.14
Samurai Warriors Chronicles 3,0.14
Vampire Night,0.14
Freaky Flyers,0.14
Fox Sports Golf '99,0.14
Agile Warrior F-111X,0.14
Age of Empires: Collector's Edition,0.14
Master Jin Jin's IQ Challenge,0.14
Naruto RPG 2: Chidori vs Rasengan,0.14
.hack//Link,0.14
Marvel Avengers: Battle for Earth,0.14
Zathura,0.14
Lovely Lisa and Friends,0.13
Zenses: Ocean,0.13
Quantum Redshift,0.13
Pop'n Music Portable,0.13
Puzzle de Harvest Moon,0.13
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,0.13
Brothers in Arms: Double Time,0.13
Baseball Advance,0.13
World Cup Golf: Professional Edition,0.13
Aikatsu! 365 Idol Days,0.13
Freddi Fish: ABC under the sea,0.13
Medal of Honor: Vanguard,0.13
Medalot 7,0.13
Bakugan: Battle Trainer,0.13
City Crisis,0.13
Chuck E. Cheese's Game Room,0.13
Twister Mania,0.13
Turbo: Super Stunt Squad,0.13
SkullMonkeys,0.13
RPG Maker II,0.13
Pok?mon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,0.13
Total Immersion Racing,0.13
Borderlands: Double Game Add-On Pack,0.13
Advent Rising,0.13
Disruptor,0.13
Momotaro Douchuuki,0.13
Hasbro Family Fun Pack,0.13
Fatal Inertia,0.13
Gunstar Heroes,0.13
Backyard Soccer,0.13
Stacked with Daniel Negreanu,0.13
Phantom Brave: We Meet Again,0.13
Disney Sports Skateboarding,0.13
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,0.13
Shining Wind,0.13
Disney's Kim Possible: Kimmunicator,0.13
Derby Stallion Advance,0.13
Wallace & Gromit: Curse of the Were-Rabbit,0.13
Showtime Championship Boxing,0.13
Monster Rancher DS,0.13
WWE Survivor Series,0.13
Actua Tennis,0.13
Farming Simulator 2011,0.13
Wantame Music Channel: Doko Demo Style,0.13
Walt Disney Pictures Presents: The Wild,0.13
Assault: Retribution,0.13
Dead to Rights: Reckoning,0.13
Sally's Salon,0.13
Naruto Shippuden: Kizuna Drive,0.13
Contra III: The Alien Wars,0.13
TOCA Race Driver 3,0.13
Santa Claus Is Comin' to Town!,0.13
Namco Soccer Prime Goal,0.13
Nagano Winter Olympics '98,0.13
Gravity Rush Remastered,0.13
Assassination Classroom: Grand Siege on Kuro-sensei,0.13
Suzumiya Haruhi no Tomadoi,0.13
Surf Riders,0.13
Yourself Fitness,0.13
Adventures to Go!,0.13
Smart Boy's Gameroom,0.13
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,0.13
Suikoden: Tsumugareshi Hyakunen no Toki,0.13
Suite PreCure: Melody Collection,0.13
Metal Max 3,0.13
Go Play: Circus Star,0.13
The Stronghold Collection,0.13
The Sky Crawlers: Innocent Aces,0.13
RealSports Volleyball,0.13
Iridion II,0.13
The Unholy War,0.13
Horse Life,0.13
Mayhem 3D,0.13
V-Rally 3,0.13
Petz Puppyz & Kittenz,0.13
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,0.13
Black Dawn,0.13
Academy of Champions: Soccer,0.13
Warcraft III: Reign of Chaos,0.13
Steins;Gate 0,0.13
Shining Force III,0.13
Little Battlers eXperience: Wars,0.13
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,0.13
Soccer Tsuku DS: World Challenge 2010,0.13
Snood,0.13
Smash Court Tennis Pro Tournament 2,0.13
Shimano Xtreme Fishing,0.13
Shin Megami Tensei: Digital Devil Saga,0.13
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,0.13
Penguins of Madagascar,0.13
Teenage Mutant Ninja Turtles: Tournament Fighters,0.13
Teenage Mutant Ninja Turtles: Arcade Attack,0.13
Paperboy / Rampage,0.13
Bratz,0.13
Yggdra Union: We'll Never Fight Alone,0.13
Brain Assist,0.13
DT Racer,0.13
Under Night In-Birth,0.13
Code Geass: Hangyaku no Lelouch - Lost Colors,0.13
Tamagotchi no Pichi Pichi Omisecchi,0.13
The Flintstones: Bedrock Bowling,0.13
Code Lyoko: Quest for Infinity,0.13
Harvest Moon DS (jp sales),0.13
Garfield's Fun Fest,0.13
Transformers: War for Cybertron -- Decepticons,0.13
The House of the Dead,0.13
Ape Escape 3,0.13
Castrol Honda Superbike Racing,0.13
Last Ranker,0.13
Left Brain Right Brain 2,0.13
Grand Kingdom,0.13
Grand Knights History,0.13
Winning Post 5,0.13
Retro Atari Classics,0.13
Victorious: Time to Shine,0.13
Final Fantasy XI: Rise of the Zilart,0.13
Doukyuusei 2,0.13
Otogi: Myth of Demons,0.13
Overlord: Raising Hell,0.13
Shaman King: Power of Spirit,0.13
My Horse & Me: Riding for Gold,0.13
Tales of the Heroes: Twin Brave,0.13
Conduit 2,0.13
Azure Dreams,0.13
Hyperdimension Idol Neptunia PP,0.13
Hour of Victory,0.13
Hulk Hogan's Main Event,0.13
The IdolM@ster: One for All,0.13
7th Dragon 2020-II,0.13
Operation Abyss: New Tokyo Legacy,0.13
Euro Truck Simulator 2,0.13
Kiniro no Corda 3,0.13
Mystic Ark,0.13
Cabela's Outdoor Adventures,0.13
Space Bust-A-Move,0.13
Kidz Sports: Crazy Golf,0.13
Aliens in the Attic,0.13
Illusion of Gaia,0.13
Superman: The Man of Steel,0.13
Spider-Man: Battle for New York,0.13
Onechanbara: Bikini Samurai Squad,0.13
Barbie and Her Sisters Puppy Rescue,0.13
Armed and Dangerous,0.13
All Star Cheer Squad 2,0.13
Dragon Ball: Origins,0.13
Sega GT,0.13
NBA Jam 2000,0.13
Chicken Run,0.13
Sentou Kokka Air Land Battle,0.13
Freestyle Metal X,0.13
Rumble Roses XX,0.13
Drakengard 2,0.13
Fire ProWrestling,0.13
The Crew: Wild Run,0.13
Nobunaga no Yabou: Ranseiki,0.13
Super Robot Wars BX,0.13
Eternal Poison (JP sales),0.13
Rurouni Kenshin: Enjou! Kyoto Rinne,0.13
Nobunaga no Yabou: Tendou,0.13
No Fear Downhill Mountain Biking,0.13
Nintendo Puzzle Collection,0.13
World Soccer Winning Eleven 2002,0.13
Grey's Anatomy: The Video Game,0.13
NightCaster,0.13
Let's Play Garden,0.13
Castlevania: Legacy of Darkness,0.13
Castlevania Chronicles,0.13
Steel Battalion: Heavy Armor,0.13
WSC Real 11: World Snooker Championship,0.13
Destruction Derby Arenas,0.13
Power Pro Kun Pocket 13,0.13
Summon Night: Twin Age,0.13
Last Bronx,0.13
LEGO Racers 2,0.13
Fashion Studio: Paris Collection,0.13
Diablo II,0.13
Sin and Punishment,0.13
Kurt Warner's Arena Football Unleashed,0.13
Portal Runner,0.13
Digimon Racing,0.13
Puppies 3D,0.13
RedCard 20-03,0.12
Dancing on Ice,0.12
Fallout: Brotherhood of Steel,0.12
Kamen Rider: Dragon Knight,0.12
Kamen Rider: Battride War II,0.12
Agatha Christie: The ABC Murders,0.12
Disney's Party,0.12
Winning Post 7 2010,0.12
Futurama,0.12
Toy Soldiers: War Chest,0.12
Wrath Unleashed,0.12
E.X. Troopers,0.12
Grand Ages: Medieval,0.12
Full Spectrum Warrior: Ten Hammers,0.12
Motocross Mania 3,0.12
Enemy Front,0.12
Future Tactics: The Uprising,0.12
Outlaw Tennis,0.12
Neopets Petpet Adventures: The Wand of Wishing,0.12
Deca Sports Extreme,0.12
Uta no * Prince-Sama: All Star,0.12
Nightshade,0.12
A.C.E.: Another Century's Episode Portable,0.12
Dementium II,0.12
Kidou Senshi Gundam Seed Battle Destiny,0.12
Burning Road,0.12
Go! Sudoku,0.12
Godzilla Unleashed: Double Smash,0.12
FlatOut: Ultimate Carnage,0.12
MegaTagmension Blanc + Neptune VS Zombies,0.12
Battle Arena Toshinden Remix,0.12
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,0.12
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,0.12
Solitaire & Mahjong,0.12
"Kilari: Na-san, Mon Meilleur Ami",0.12
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,0.12
Earthworm Jim 3D,0.12
High Velocity: Mountain Racing Challenge,0.12
Kaijuu Busters,0.12
Crush3D,0.12
Wild ARMs 5 (jp sales),0.12
Crime Killer,0.12
Slayers,0.12
Saru! Get You! Million Monkeys,0.12
NHL Powerplay '96,0.12
Gallop Racer 2000,0.12
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,0.12
Criticom,0.12
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,0.12
Fate/Extra CCC,0.12
Fat Princess: Fistful of Cake,0.12
Galidor: Defenders of the Outer Dimension,0.12
Makai Kingdom: Chronicles of the Sacred Tome,0.12
Makai Shin Trillion,0.12
Capcom vs. SNK 2: Millionaire Fighting 2001,0.12
Famicom Mini: TwinBee,0.12
Jikkyou Powerful Major League 2009,0.12
Daikaijyuu Monogatari II,0.12
Calling,0.12
Monster Truck Madness,0.12
Atelier Annie: Alchemists of Sera Island,0.12
Dorabase 2: Nettou Ultra Stadium,0.12
Blackwater,0.12
Petz Fantasy: Moonlight Magic,0.12
Handball 16,0.12
Lost Magic,0.12
Cruis'n,0.12
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,0.12
Lovely Lisa,0.12
Lost Horizon,0.12
Little Busters! Converted Edition,0.12
Puella Magi Madoka Magica Portable,0.12
Fire ProWrestling S: 6Men Scramble,0.12
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,0.12
The Clique: Diss and Make Up,0.12
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,0.12
Mobile Suit Gundam Side Story: Missing Link,0.12
Mobil 1 Rally Championship,0.12
Voodoo Vince,0.12
Zero Escape: Zero Time Dilemma,0.12
Bomberman Party Edition,0.12
Gundam Memories: Tatakai no Kioku,0.12
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,0.12
Onimusha: Blade Warriors,0.12
Gungnir: Mayari no Gunshin to Eiyuu Sensou,0.12
Everybody Dance,0.12
UN Squadron,0.12
Hyperdimension Neptunia Re;Birth 3,0.12
The King of Fighters '94,0.12
The King of Fighters '98 Ultimate Match,0.12
Ultimate Card Games,0.12
Gundam Battle Royale,0.12
Darkspore,0.12
Airborne Troops: Countdown to D-Day,0.12
Song of the Deep,0.12
My Chinese Coach,0.12
My Farm Around the World,0.12
Cory in the House,0.12
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,0.12
Eyeshield 21: Max Devil Power,0.12
After Hours Athletes,0.12
The X Files: Resist or Serve,0.12
Animal Genius,0.12
USA Today Crossword Challenge,0.12
Marvel Trading Card Game,0.12
Vacation Isle: Beach Party,0.12
Rush,0.12
ASH: Archaic Sealed Heat,0.12
SD Gundam G Generation-F.I.F,0.12
Breakdown,0.12
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0.12
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,0.12
Colony Wars III: Red Sun,0.12
Etrian Odyssey V,0.12
Skate City Heroes,0.12
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,0.12
Die Hard: Vendetta,0.12
Thousand Arms,0.12
Ecco the Dolphin,0.12
Echo Night,0.12
Peggle: Dual Shot,0.12
Tecmo Bowl: Kickoff,0.12
Tecmo Super Bowl,0.12
Mountain Sports,0.12
MotoGP 3 - Official Game of MotoGP,0.12
John Daly's ProStroke Golf,0.12
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,0.12
Zen-Nippon Pro Wrestling: Ouja no Kon,0.12
Puzzle Quest 2,0.12
Macross Triangle Frontier,0.12
Stolen Song,0.12
Looney Tunes: Sheep Raider,0.12
Power Pro Kun Pocket 14,0.12
Hanagumi Taisen Columns,0.12
Puzzler World 2,0.12
Sonic Jam,0.12
Pryzm Chapter One: The Dark Unicorn,0.12
Lunar 2: Eternal Blue,0.12
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,0.12
Lost in Shadow,0.12
Love Live! School Idol Paradise,0.12
Guilty Gear X,0.12
Guardian's Crusade,0.12
San Goku Shi V,0.12
Medarot 4: Kabuto / Kuwagata Version,0.12
Dance Paradise,0.12
Battles of Prince of Persia,0.12
Medarot DS: Kabuto / Kuwagata Ver.,0.12
Peter Jacobsen's Golden Tee Golf,0.12
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0.12
Zubo,0.12
Hello Kitty: Roller Rescue,0.12
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,0.12
Undead Knights,0.12
Ultimate Puzzle Games: Sudoku Edition,0.12
Major League Baseball 2K8 Fantasy All-Stars,0.12
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,0.12
Yard Sale Hidden Treasures: Sunnyville,0.12
All Kamen Rider: Rider Generation,0.12
Mytran Wars,0.12
Ochaken no Heya DS,0.12
Armored Core: Verdict Day,0.12
Onechanbara: Bikini Zombie Slayers,0.12
One Piece: Super Grand Battle! X,0.12
ArmA III,0.12
PixelJunk Monsters Deluxe,0.12
Rocket: Robot on Wheels,0.12
Lunar: Dragon Song,0.12
Zenses: Rainforest,0.12
Raiden IV,0.12
DEATH NOTE: Kira Game,0.12
Sonic Adventure 2,0.12
Clock Tower: The First Fear,0.12
Densha De Go! 64,0.12
MTV Sports: Pure Ride,0.12
MLB Inside Pitch 2003,0.12
HardBall 5,0.12
NFL QB Club 2001,0.12
Charm Girls Club: My Fashion Mall,0.12
Charm Girls Club: My Perfect Prom,0.12
Tron 2.0: Killer App,0.12
Akuji the Heartless,0.12
Center Ring Boxing,0.12
Sengoku Cyber: Fujimaru Jigokuhen,0.12
Rugrats: Totally Angelica,0.12
Harvest Moon 2 GBC,0.12
CSI: Crime Scene Investigation,0.12
Tom Clancy's Splinter Cell Trilogy,0.12
Chase: Hollywood Stunt Driver,0.12
Brave: A Warrior's Tale,0.12
Break 'Em All,0.12
O.D.T.: Escape... Or Die Trying,0.12
The God of War Trilogy,0.12
Gladiator Begins,0.12
Harukanaru Augusta 2: Masters,0.12
Magic: The Gathering - Battlemage,0.12
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,0.12
Self-Defense Training Camp,0.12
Winning Post 7 2012,0.11
Hannspree Ten Kate Honda: SBK Superbike World Championship,0.11
Obscure,0.11
Top Gun,0.11
Sega Touring Car Championship,0.11
Odama,0.11
Guitar Rock Tour,0.11
GunGriffon Blaze,0.11
Gun Metal,0.11
Gabrielle's Ghostly Groove 3D,0.11
LEGO Knights' Kingdom,0.11
Shining Ark,0.11
Shining Force NEO,0.11
Help Wanted: 50 Wacky Jobs,0.11
Sabrina The Teenage Witch: Potion Commotion,0.11
Spyborgs,0.11
Cake Mania,0.11
NBA Jam 2002,0.11
American Girl: Julie Finds a Way,0.11
Frontier Gate,0.11
Chameleon Twist,0.11
Centipede: Infestation,0.11
Just In Time Translations,0.11
XXX,0.11
Rugby Challenge 3,0.11
Funky Barn,0.11
Felony 11-79,0.11
Queen's Blade: Spiral Chaos,0.11
Machinarium,0.11
MX vs. ATV Supercross,0.11
Yu Yu Hakusho: Tournament Tactics,0.11
J-League Winning Eleven 9: Asia Championship,0.11
The Settlers,0.11
Mushroom Men: Rise of the Fungi,0.11
Murakumo: Renegade Mech Pursuit,0.11
Pocket Soccer League: Calciobit,0.11
Railroad Tycoon II,0.11
Top Gear Rally 2,0.11
Kotoba no Puzzle: Mojipittan Daijiten,0.11
Ping Pals,0.11
Ranma 1/2: Akanekodan Teki Hihou,0.11
BoomBots,0.11
Pocket Pets,0.11
Rocky Balboa,0.11
Final Fantasy XII International Zodiac Job System,0.11
Sudokuro,0.11
Brain Quest: Grades 5 & 6,0.11
Stubbs the Zombie in Rebel Without a Pulse,0.11
Romance of the Three Kingdoms XII,0.11
Tonic Trouble,0.11
Dead Man's Hand,0.11
Nuclear Strike 64,0.11
Retro Game Challenge,0.11
Tokimeki Memorial: Girl's Side 2nd Season,0.11
ToeJam & Earl III: Mission to Earth,0.11
HOP,0.11
GT Advance 2: Rally Racing,0.11
Ultimate Mortal Kombat,0.11
Cocoto Kart Racer,0.11
Aqua Aqua,0.11
Spy vs Spy,0.11
Stronghold Kingdoms,0.11
Martian Gothic: Unification,0.11
Batman & Robin,0.11
Maximum Force,0.11
NCIS 3D,0.11
Saigo no Yakusoku no Monogatari,0.11
Vacation Sports,0.11
Utawarerumono: Chiriyukusha e no Komoriuta,0.11
Higurashi no Naku Koro ni Matsuri,0.11
Sakura Taisen Hanagumi Tsuushin,0.11
Desktop Tower Defense,0.11
Master of the Monster Lair,0.11
Jampack Volume 14 (RP-T),0.11
Growlanser Generations,0.11
Kamen Rider: Climax Heroes,0.11
Metal Gear Solid Integral,0.11
The Hardy Boys: Treasure on the Tracks,0.11
Project Setsuna,0.11
Hole in the Wall: Deluxe Edition,0.11
Hollywood Squares,0.11
Dynasty Warriors Advance,0.11
World Championship Rugby,0.11
Woody Woodpecker Racing,0.11
ESPN International Winter Sports 2002,0.11
EA Replay,0.11
Project: Horned Owl,0.11
Digimon World DS,0.11
Digimon Digital Card Battle,0.11
Lost in Blue,0.11
Battle vs. Chess,0.11
Nodame Cantabile,0.11
World Snooker Championship 2007,0.11
Fairy Tail: Portable Guild,0.11
Snowboard Kids 2,0.11
Fighting Force 64,0.11
Panzer Dragoon Saga,0.11
Paws & Claws Pet Vet: Australian Adventures,0.11
Dragon Ball Z Super Gokuden: Kakusei-Hen,0.11
Rengoku: The Tower of Purgatory,0.11
BlazBlue: Calamity Trigger Portable,0.11
Patapon 2,0.11
WireWay,0.11
Winter Heat,0.11
Winter Sports 3: The Great Tournament,0.11
Princess Isabella: A Witch's Curse,0.11
SingStar Guitar,0.11
Breakout,0.11
Lady Sia,0.11
Langrisser IV,0.11
Thomas & Friends: Hero of the Rails,0.11
Primal Rage,0.11
18 Wheels of Steel: Extreme Trucker 2,0.11
Naruto Shippuden: Naruto vs. Sasuke,0.11
Naruto Shippuden 3D: The New Era,0.11
Arcade Party Pak,0.11
PriPara Mezase! Idol Grand Prix No.1!,0.11
Mechanic Master,0.11
Brave Story: New Traveler (US sales),0.11
Ninja Assault,0.11
Dragon's Dogma Online,0.11
Dreamer Series: Top Model,0.11
DualPenSports,0.11
Kung Fu Panda: Legendary Warriors,0.11
FoxKids.com Micro Maniacs Racing,0.11
Black Bass with Blue Marlin,0.11
Petz Fashion: Dogz & Catz,0.11
FabStyle,0.11
Fabulous Finds,0.11
Shin Sangoku Musou 6 Special,0.11
Shin Sangoku Musou: Multi Raid 2,0.11
DOA 2: Dead or Alive 2 Hardcore,0.11
Warhammer: Battle March,0.11
ATV: Quad Frenzy,0.11
Disney's Peter Pan: Return to Never Land,0.11
Phantom Dust,0.11
Monster Madness: Battle for Suburbia,0.11
Carnage Heart,0.11
Trauma Center: Under the Knife 2,0.11
NHL Rivals 2004,0.11
Taiko Drum Master: Tokumori!,0.11
Naval Ops: Warship Gunner,0.11
Mystery P.I. - Portrait of a Thief,0.11
Dragon Quest & Final Fantasy in Itadaki Street Portable,0.11
Outlaw Golf: Nine Holes of Christmas,0.11
F1 Racing Championship,0.11
My Boyfriend,0.11
Gem Quest: 4 Elements,0.11
Soma Bringer,0.11
Tales of Phantasia (PS1 & PSP Versions),0.11
InuYasha: A Feudal Fairy Tale,0.11
Ivy the Kiwi?,0.11
Irozuki Tingle no Koi no Balloon Trip,0.11
Invizimals: The Lost Tribes,0.11
Family Fun Football,0.11
Mobile Suit Gundam: MS Sensen 0079,0.11
Silly Bandz: Play The Craze,0.11
Zangeki no Reginleiv,0.11
Home Run King,0.11
Hitman Trilogy,0.11
Lunacy,0.11
Start the Party! Save the World,0.11
Barbie in The 12 Dancing Princesses,0.11
ECW Anarchy Rulz,0.11
Naruto Ultimate Collection,0.11
Brunswick Circuit Pro Bowling 2,0.11
Jake Hunter Detective Story: Memories of the Past,0.11
Kouchuu Ouja Mushi King: Super Collection,0.11
Kousoku Card Battle: Card Hero,0.11
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0.11
Total Overdose: A Gunslinger's Tale in Mexico,0.11
Contra Advance: The Alien Wars EX,0.11
Yuusha no Kuse ni Namaikida Or 3D,0.11
Disney Channel Collection Vol. 1,0.11
The Godfather: Mob Wars,0.11
The Golf Club,0.11
"Grand Theft Auto: Mission Pack #1, London 1969",0.11
Bust-A-Move DS,0.11
Busou Shinki: Battle Masters Mk. 2,0.11
Hexen: Beyond Heretic,0.11
The Hardy Boys: The Hidden Theft,0.11
Mega Man Battle Chip Challenge,0.11
Heart Catch PreCure! Oshare Collection,0.11
The Cheetah Girls: Pop Star Sensations,0.11
The Book of Unwritten Tales,0.11
Touch Detective 2 1/2,0.11
Ring of Red,0.11
Ride to Hell,0.11
D,0.11
Deca Sports DS,0.11
Death Jr.: Root of Evil,0.11
A Witch's Tale,0.11
Dynasty Tactics 2,0.11
Mass Destruction,0.11
Transformers: Beast Wars Transmetals,0.11
Cold Winter,0.11
AKB48+Me,0.11
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,0.11
Super Swing Golf Season 2,0.11
Fatal Frame: Maiden of Black Water,0.11
Virtual Hydlide,0.11
Pimp My Ride: Street Racing,0.11
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,0.11
Mobile Light Force 2,0.11
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,0.11
Tyco RC: Assault with a Battery,0.11
International Track & Field 2000,0.11
Jikkyou Powerful Pro Yakyuu '95,0.11
Phantasy Star Collection,0.11
Picross 3D 2,0.11
Hail to the Chimp,0.11
Girl Time,0.11
Tournament Pool,0.11
Smash Cars,0.11
Michael Phelps: Push the Limit,0.11
Chopper Attack,0.11
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,0.11
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,0.11
The King of Fighters '99,0.11
The King of Fighters 2000/2001,0.11
Hyper Formation Soccer,0.11
Tales of the World: Reve Unitia,0.11
Top Angler: Real Bass Fishing,0.11
Xiaolin Showdown,0.11
Every Extend Extra,0.11
Kirarin * Revolution: Kira Kira Idol Audition,0.11
GiFTPiA,0.11
Stronghold,0.11
My Little Sister Can't Be This Cute Portable,0.11
My SAT Coach with The Princeton Review,0.11
Tetris Evolution,0.11
Doukoku Shoshite...,0.11
Jupiter Strike,0.11
AirForce Delta Strike,0.11
Pachi-Slot Aruze Oukoku 3,0.11
Pac 'n Roll,0.11
Pac-Man Pinball Advance,0.11
Melty Blood: Act Cadenza,0.11
Mega Man Zero 4,0.11
Final Fantasy I & II,0.11
Victory Zone,0.11
Viewtiful Joe: Double Trouble!,0.11
Go! Sudoku (JP sales),0.11
Goal Storm '97,0.11
JU-ON: The Grudge,0.11
Cats & Dogs: The Revenge of Kitty Galore,0.11
Mega Man Battle Network 5: Double Team DS (JP sales),0.11
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,0.11
Zero4 Champ RR-Z,0.1
